question_id|difficulty|question_text
204761|0.763608731693838|그림을 보고 曹曹曹曹曹曹曹曹 안에 알맞은 수를 써넣으세요. 돼지가 우리 밖에는 마리 있고, 우리 안에는 마리 있으므로 우리 밖에 있는 돼지가 마리 더 많습니다.
204766|0.9653615630108197|다음을 덧셈식으로 나타내려고 합니다. 曹曹曹曹曹曹曹曹 안에 + 또는 =를 알맞게 써넣으세요.  156   
204767|0.8670804938937994|그림에 알맞은 덧셈식을 쓰고 읽어 보세요. 3+= 3 더하기 는 와 같습니다.
204768|0.8789641323916355|그림에 알맞은 덧셈식을 쓰고 읽어 보세요.   5+= 5와 의 합은 입니다. 
204769|0.897011395398839|다음을 읽고 화단에 핀 꽃은 모두 몇 송이인지 덧셈식으로 나타내어 보세요.     5+= 
204770|0.6249610539902969|그림을 보고 잘못 설명한 것을 찾아 기호를 쓰세요.       
204776|0.9462700513938639|다음을 덧셈식으로 나타내어 보세요.   +4=   
204777|0.6848644946678407|그림에 알맞은 덧셈식을 쓰고 읽어 보세요. (1) 4+2= (2) 4  2는 과 같습니다.  (3) 4와 2의 은 입니다. 
204778|0.8766005346841143|다음을 읽고 달걀이 모두 몇 개인지 덧셈식으로 나타내어 보세요.        2+=
204779|0.6340009315323708|그림을 보고 잘못 설명한 것을 모두 고르세요.   
204780|0.8583176058236721|덧셈식으로 잘못 나타낸 사람은 누구인가요?  정은준수시아2+6=88+1=94+3=6 
204786|0.9198850494147333|그림을 보고 덧셈식을 써 보세요.  ●●   ●●●●   2+=   
204787|0.7920133111480865|그림을 보고 덧셈식을 써 보세요.   ●●●●●●●●     += 
204788|0.8504638218923933|&#9711;를 그려 덧셈을 한 것입니다. 틀린 것을 찾아 기호를 쓰세요.  
204789|0.7695056908780997|그림을 보고 알맞은 덧셈식을 모두 찾아 기호를 쓰세요. ●●●●●●●●    ,    
204790|0.6524754294112244|그림을 보고 색종이는 몇 장인지 덧셈식을 써 보세요.     5+=, 3+=
204796|0.9386474908200735|그림을 보고 덧셈식을 써 보세요.    ●●●●●●●   3+=   
204797|0.7950145208131656|다음을 읽고 &#9711;를 바르게 그린 것을 찾아 기호를 쓰고, 과일은 모두 몇 개인지 덧셈식을 써 보세요.      , 5+= 
204798|0.7134300126103404|그림에 알맞은 덧셈식을 모두 고르세요. ●●●●●●●●● 
204799|0.8937887303646058|알맞은 것끼리 이어 보세요. 2+4=65+2=72+6=8   ●●●●●●●   ●●●●●●●●  ●●●●●●    
204800|0.7494017094017094|그림을 보고 덧셈식을 써 보세요.    3+=, 2+=
204927|0.9306302270011948|모으기를 이용하여 덧셈을 해 보세요.       2+= 
204928|0.7924212354254527|위 칸의 두 수를 더해서 아래 칸의 수를 만들려고 합니다. 빈칸에 알맞은 수를 써넣으세요.     
204929|0.9157241073408738|그림을 보고 덧셈식을 써 보세요.  +=   
204930|0.8357471801374892|연못에 오리 5마리가 있습니다. 잠시 후에 오리 2마리가 더 들어왔습니다. 연못에 있는 오리는 모두 몇 마리인지 덧셈식을 쓰고, 답을 구하세요.   (식) +=, (답) 마리   
204931|0.8457275990176941|합이 같은 것끼리 이어 보세요.       
204937|0.9448433420365535|모으기를 이용하여 덧셈을 해 보세요.   +=       
204938|0.9444535206665577|그림을 보고 덧셈식을 써 보세요.  +=   
204939|0.8776540460282108|재성이의 필통에는 연필 2자루가 들어 있습니다. 연필 6자루를 더 넣으면 재성이 필통의 연필은 모두 몇 자루인지 덧셈식을 쓰고, 답을 구하세요.   (식) +=, (답) 자루   
204940|0.7640232108317214|합이 같은 것을 찾아 기호를 쓰세요.   ,    
204941|0.8812072554267023|세 수로 덧셈식을 만들어 보세요.   +=
204947|0.9601655861907366|다음을 뺄셈식으로 나타내려고 합니다. 曹曹曹曹曹曹曹曹 안에 - 또는 =를 알맞게 써넣으세요.  835   
204948|0.7820632512545221|그림에 알맞은 뺄셈식을 쓰고 읽어 보세요.    5-=  5와 의 차는 입니다. 
204949|0.9161237785016286|그림에 알맞은 뺄셈식을 쓰고 읽어 보세요.6-3= 6 빼기 은 과 같습니다.   
204950|0.6800019756013237|그림을 보고 나비는 꿀벌보다 몇 마리 더 많은지 뺄셈식으로 나타내어 보세요.        -=
204951|0.7128702207862143|그림을 보고 바르게 설명한 것을 찾아 기호를 쓰세요.     ,   
204957|0.9279027754967974|다음을 뺄셈식으로 나타내어 보세요.   -=   
204958|0.6267527489155654|그림에 알맞은 뺄셈식을 쓰고 읽어 보세요.  (1) 4-= (2) 4  3은 과 같습니다.  (3) 4와 3의 는 입니다. 
204959|0.9108034132989856|다음을 읽고 남은 사과는 몇 개인지 뺄셈식으로 나타내어 보세요.       7-=
204960|0.7559960841899168|그림을 보고 잘못 설명한 것은 어느 것인가요?  
204961|0.6701720841300192|숟가락은 포크보다 몇 개 더 많은지 뺄셈식을 이용하여 구해보세요. -=&#10140; 숟가락은 포크보다 개 더 많습니다.
204967|0.8836770360013981|그림을 보고 뺄셈식을 써 보세요.  5-=   
204968|0.8304796758593648|그림을 보고 뺄셈식을 써 보세요.   -5=   
204969|0.6904423005957088|8-4=曹曹曹曹曹曹曹曹에 알맞은 그림을 찾아 기호를 쓰고, 뺄셈을 해 보세요.   , 8-4=
204970|0.8239236916731116|알맞은 것끼리 이어 보세요.       8-3=5 7-6=1 5-3=2
204971|0.7488981674785432|은 보다 몇 개 더 많은지 뺄셈식을 써 보세요.  -=
204977|0.9085095917363503|그림을 보고 뺄셈식을 써 보세요.  8-=   
204978|0.881259842519685|그림을 보고 뺄셈식을 써 보세요.  -4=   
204979|0.8938690571474308|알맞은 것끼리 이어 보세요. 6-2=47-4=35-3=2      
204980|0.7564999340108223|다음을 읽고 민우에게 남은 색종이는 몇 장인지 그림으로 바르게 나타낸 것을 찾아 기호를 쓰고, 뺄셈식으로 나타내어 보세요. 민우는 색종이 7장 중에서 3장을 동생에게 주었습니다.   , 7-=
204981|0.8332846288720047|그림을 보고 도미노의 왼쪽 칸의 점이 오른쪽 칸의 점보다 몇 개 더 많은지 뺄셈식을 써 보세요.   7 -  = 
204987|0.9189688341669873|가르기를 이용하여 뺄셈을 해 보세요.  5-=   
204988|0.7430428832116789|파란 바구니에는 달걀을 몇 개 담을 수 있는지 뺄셈식을 쓰고, 답을 구해 보세요.  (식) -=, (답) 개
204989|0.6835340960637065|100원짜리 동전이 10원짜리 동전보다 몇 개 더 많은지 뺄셈식을 써 보세요.   -  = 
204990|0.6972574399236114|차가 같은 것을 찾아 기호를 써 보세요.  , 
204991|0.768084701705446|놀이터에 어린이 9명이 있습니다. 잠시 후에 3명이 집으로 돌아갔다면 놀이터에 남은 어린이는 몇 명인지 뺄셈식을 쓰고, 답을 구해 보세요. (식) -=, (답) 명   
204997|0.9092935528120714|가르기를 이용하여 뺄셈을 해 보세요.  9-=   
204998|0.7940801586177595|그림을 보고 뺄셈식을 써 보세요.  -=
204999|0.6949298547871031|그림을 보고 귤이 딸기보다 몇 개 더 많은지 뺄셈식을 쓰고, 답을 구해 보세요.  (식) -=, (답) 개  
205000|0.8940147487566455|세 수로 뺄셈식을 만들어 보세요.  -=
205001|0.8320610687022901|자전거 대여점에 자전거 8대가 있습니다. 자전거 5대를 대여해 주었다면 남은 자전거는 몇 대인지 뺄셈식을 쓰고, 답을 구해 보세요.  (식) -=, (답) 대
205007|0.878203048978268|덧셈식을 쓰고 읽어 보세요.   4+0= 4 더하기 은 와 같습니다.     
205008|0.8822283759569962|[보기]와 같이 덧셈을 해 보세요.   &#10140; +5=   
205009|0.9523384505533738|같은 것끼리 선으로 이어 보세요.     
205010|0.8168861235711186|차가 다른 하나를 찾아 기호를 쓰세요.     
205011|0.7709219858156028|감나무에 감이 7개 달려 있었는데 감 7개를 모두 땄습니다. 남은 감은 몇 개인지 뺄셈식을 쓰고, 답을 구해 보세요.  (식) -=, (답) 개
205017|0.8930379746835443|曹曹曹曹曹曹曹曹 안에 알맞은 수를 써넣으세요. (1) 3+0= (2) 0+6=  (3) 7-0= (4) 9-9=       
205018|0.8968561584840654|덧셈식을 쓰고 읽어 보세요.+5=과 5의 합은 입니다.
205019|0.8616848926690968|뺄셈식을 쓰고 읽어 보세요.5-0=와 의 차는 입니다.    
205020|0.8884884460462158|계산 결과가 같은 것끼리 선으로 이어 보세요.    
205021|0.7566724436741767|풍선이 5개 있었는데 모두 날아갔습니다. 남아 있는 풍선은 몇 개인지 뺄셈식을 쓰고, 답을 구해 보세요.  (식) -=, (답) 개   
205027|0.8262610088070457|덧셈과 뺄셈을 해 보세요.          (1)6+1= 6+2= 6+3=(2)6-1= 6-2= 6-3=
205028|0.8407115697990223|계산이 틀린 것은 어느 것인가요?
205029|0.7451012588943623|계산 결과가 다른 하나를 찾아 기호를 써 보세요.     
205030|0.6137348744807658|강민이와 시은이가 가위바위보를 했습니다. 두 사람이 펼친 손가락 수의 합과 차를 각각 구해 보세요.   강민 시은 합: , 차: 
205031|0.6130153999006458|수 카드 중에서 가장 큰 수와 가장 작은 수의 차를 구해 보세요.             
205037|0.9421619465496609|계산 결과가 5인 것은 어느 것인가요?
205038|0.8283410138248848|옥수수 수의 합을 구하는 덧셈식과 차를 구하는 뺄셈식을 각각 써 보세요.      합: 4+=, 차: 4-=
205039|0.9538366844480919|曹曹曹曹曹曹曹曹안에 + 또는 &#8211;를 알맞게 써넣으세요. (1) 53=8 (2) 72=5
205040|0.6763831732967536|계산 결과가 가장 큰 것과 가장 작은 것을 찾아 차례로 기호를 쓰세요.  ,    
205041|0.6054256726951919|㉠과 ㉡의 합을 구해 보세요.             
206554|0.891283459162663|긴 것부터 차례로 기호를 써 보세요.   , , 
206555|0.8822205551387847|볼펜보다 더 짧은 것을 모두 찾아 기호를 써 보세요.    ,    
206556|0.7652160365600332|길이가 가장 긴 것을 찾아 기호를 써 보세요.    
206557|0.9447733233420756|깃발보다 높은 것을 찾아 기호를 써 보세요.      
206558|0.8311213694941335|키가 큰 사람부터 차례로 이름을 써 보세요.   , , 
206559|0.935871743486974|가장 긴 것과 가장 짧은 것을 찾아 기호를 써 보세요.   가장 긴 것: , 가장 짧은 것: 
206560|0.8825643237027454|빗보다 더 긴 것은 몇 개인가요?  개
206561|0.8215077605321508|민정이네 집에서 학교까지 가는 길은 3가지입니다. 가장 짧은 길을 찾아 기호를 써 보세요.      
206562|0.9607304460245637|가장 높은 것을 찾아 기호를 써 보세요.   
206563|0.7158051478408849|연서네 반은 키가 작은 학생부터 순서대로 번호를 정했습니다. 연서가 7번, 민재가 9번이라면 키가 더 큰 학생은 누구인가요?     
206564|0.9513665262984065|어느 것이 더 무거울까요?    닭소 
206565|0.8432320441988951|가벼운 것부터 차례로 1, 2, 3을 써 보세요.         
206566|0.9313311558989883|필통보다 더 무거운 것을 찾아 기호를 써 보세요.      
206567|0.9226320725226633|가장 무거운 것은 어느 것인가요? 
206568|0.8503420752565565|가장 무거운 것과 가장 가벼운 것을 써 보세요.     가장 무거운 것: , 가장 가벼운 것:    
206569|0.9751381215469613|관계있는 것끼리 선으로 이어 보세요.    
206570|0.8056277056277056|무게를 비교한 것입니다. 바르게 말한 어린이는 누구인가요?   
206571|0.881791483113069|똑같은 접시에 무게가 같은 컵케이크를 각각 놓았습니다. 가벼운 것부터 차례로 기호를 써 보세요.   , , 
206572|0.886132429055863|모양과 크기가 같은 통이 2개 있습니다. ㉠ 통 속에는 돌을 가득 넣고, ㉡ 통 속에는 솜을 가득 넣었습니다. ㉠과 ㉡ 중 더 무거운 통의 기호를 써 보세요.    
206573|0.6809411764705883|재석이와 민준이가 시소에 앉아 있는 모습입니다. 민준이가 시연이보다 더 무겁다고 할 때 가장 무거운 어린이부터 차례로 이름을 써 보세요.   , ,    
206574|0.9275421647289995|더 넓은 것은 어느 것인가요?    수첩공책 
206575|0.8343348239239798|넓은 것부터 차례로 1, 2, 3을 써 보세요.  
206576|0.6714567337621913|색종이로 가릴 수 있는 물건을 찾아 기호를 써 보세요.      
206577|0.7881173035419576|[보기]에서 알맞은 장소를 찾아 曹曹曹曹曹曹曹曹 안에 써넣으세요.   야구장보다 더 넓은 곳은 입니다. 
206578|0.7593479183079813|유리네 가족은 텃밭에 그림과 같이 상추, 깻잎, 오이를 심었습니다. 가장 좁은 부분에 심은 것은 무엇인가요?(단, 점선으로 나뉘어진 칸의 넓이는 모두 같습니다.)   깻잎       오이   상추       
206579|0.8482057186720399|우표와 시계의 넓이를 비교하여 曹曹曹曹曹曹曹曹 안에 알맞은 말을 써넣으세요.  는 보다 더 넓습니다. 
206580|0.9517179429598024|다음 물건들을 포장하려고 합니다. 가장 넓은 포장지가 필요한 것을 찾아 기호를 써 보세요.   
206581|0.7995735607675906|왼쪽 사진을 접지 않고 봉투에 넣으려고 합니다. ㉠과 ㉡ 중 어느 봉투에 넣어야 할까요?  
206582|0.8270412642669008|㉮와 ㉯ 중에서 더 좁은 것은 어느 것인지 써 보세요.      
206583|0.7478061293371135|다음을 읽고 가장 넓은 곳을 찾아 기호를 써 보세요.      
206584|0.9254835996635828|담을 수 있는 물의 양이 더 많은 것은 어느 것인가요? 냄비그릇 
206585|0.8921054690556295|각각의 컵에 물을 가득 담았을 때 많이 담을 수 있는 것부터 차례로 1, 2, 3을 써 보세요.  
206586|0.8137864700224431|진서와 희주가 컵에 물을 같은 높이로 담아 각자 모두 마셨습니다. 물을 더 많이 마신 사람은 누구인가요? 진서희주   
206587|0.9173116089613035|그림과 같이 모양과 크기가 같은 세 통에 각각 물을 담았습니다. 담긴 물의 양이 가장 많은 것은 어느 것인가요?      
206588|0.7500585754451734|병에 가득 들어 있는 우유를 컵에 가득 따랐더니 병에 우유가 남았습니다. 병과 컵 중 우유를 더 많이 담을 수 있는 것은 어느 것인가요?    
206589|0.898034398034398|컵과 병에 담을 수 있는 주스의 양을 비교하여 曹曹曹曹曹曹曹曹 안에 알맞은 말을 써넣으세요.컵병은 보다 담을 수 있는주스의 양이 더 많습니다.    
206590|0.9093519278096801|담을 수 있는 물의 양이 가장 많은 것은 어느 것인가요?  
206591|0.8835671342685371|담긴 물의 양이 많은 것부터 차례로 1, 2, 3을 써 보세요.  
206592|0.7506112469437652|주희의 컵에 담겨 있던 음료수를 윤재의 컵에 모두 부었더니 넘쳤습니다. 두 사람 중 크기가 더 작은 컵을 가진 사람은 누구인가요?    
206593|0.7274323335771763|똑같은 종이컵으로 주전자에는 8컵을, 물병에는 6컵을 부었더니 가득 찼습니다. 담을 수 있는 물의 양이 더 많은 것은 어느 것인가요?     
207757|0.8463878326996198|曹曹曹曹曹曹曹曹 안에 알맞은 수나 말을 써넣으세요.  9보다 1 큰 수를 이라 쓰고,‘십’ 또는 ‘’이라고 읽습니다. 
207758|0.8115038945476333|다섯부터 열까지 세려고 합니다. 曹曹曹曹曹曹曹曹 안에 알맞은 말을 써넣으세요.  -----
207759|0.9169333617808122|모으기 하여 10이 되는 두 수끼리 이어 보세요.           
207760|0.6480605487228004|밑줄 친 부분을 읽어 보세요.       
207761|0.6269486775267122|㉠과 ㉡의 합을 구해 보세요.       
207762|0.9095050106286061|그림을 보고 曹曹曹曹曹曹曹曹 안에 알맞은 수를 써넣으세요.  7보다 3 큰 수는 입니다.        
207763|0.9500567536889898|10개인 것을 찾아 기호를 써 보세요.   
207764|0.8817790530846485|수를 거꾸로 세어 보려고 합니다. 曹曹曹曹曹曹曹曹 안에 알맞은 말을 써넣으세요.  ----
207765|0.9027882441597589|유진이는 붙임 딱지를 6장 가지고 있습니다. 붙임 딱지 10장이 되려면 붙임 딱지 몇 장이 더 필요할까요?  장   
207766|0.7948816378758797|㉠에 알맞은 수를 구해 보세요.   
207767|0.725787284610814|그림을 보고 曹曹曹曹曹曹曹曹 안에 알맞은 수나 말을 써넣으세요.   10개씩 묶음 1개와 낱개 2개를라 쓰고, ‘십이’ 또는 ‘’이라고 읽습니다. 
207768|0.9181016379672406|딸기의 수를 세어 써 보세요. &#10140;  
207769|0.9230443974630022|나타내는 수가 같은 것끼리 이어 보세요.          
207770|0.7909060175794456|주어진 수보다 1 작은 수와 1 큰 수를 써넣으세요.       1 작은 수   1 큰 수             
207771|0.8386978112929925|희주는 사탕을 10개씩 묶음 1개와 낱개 8개를 가지고 있습니다. 희주는 사탕을 모두 몇 개 가지고 있을까요? 개
207772|0.8267628317344724|曹曹曹曹曹曹曹曹 안에 알맞은 수를 써넣으세요.  (1) 10개씩 묶음 1개와 낱개 4개는 입니다.  (2) 10개씩 묶음 1개와 낱개 7개는 입니다. 
207773|0.6627946317807601|곶감의 수를 세어 쓰고 두 가지 방법으로 읽어 보세요.    쓰기:   읽기: , 
207774|0.8792110453648915|수를 잘못 읽은 것을 찾아 기호를 써 보세요.   
207775|0.8532779955422335|아버지와 지훈이는 사과를 땄습니다. 아버지는 10개를 땄고, 지훈이는 6개를 땄습니다. 아버지와 지훈이가 딴 사과는 모두 몇 개인가요?  개
207776|0.7956296493092455|그림에서 사용한 블록의 수는 모두 몇 개인가요?   개
207777|0.8734675681699978|모으기를 해 보세요. 
207778|0.8418702023726448|가르기를 해 보세요.     
207779|0.7214834764068899|두 가지 방법으로 가르기를 해 보세요.        
207780|0.5960987586959487|위와 아래의 두 수를 모으기 하여 14가 되도록 빈 곳에 알맞은 수를 써넣으세요.  112147
207781|0.6408807482462977|18은 6과 어떤 수로 가르기 할 수 있습니다. 어떤 수는 얼마인가요?  
207782|0.9035278745644599|두 수를 모으기 하면 얼마가 될까요?   412        
207783|0.7891334730957372|빈칸에 알맞은 수를 써넣으세요. (1)(2)
207784|0.7858251422659079|15를 두 수로 가르기 한 것입니다. 잘못 가르기 한 것을 찾아 기호를 써 보세요.   
207785|0.7412790697674418|㉠과 ㉡에 알맞은 수 중에서 더 큰 수를 찾아 기호를 써 보세요.       
207786|0.6829893238434164|㉠에 알맞은 수를 구해 보세요.   
207787|0.8528772285838527|曹曹曹曹曹曹曹曹 안에 알맞은 수를 써넣으세요.  (1) 10개씩 묶음 2개는 입니다. (2) 10개씩 묶음 3개는 입니다.       
207788|0.8993675889328063|달걀의 수를 세어 曹曹曹曹曹曹曹曹 안에 알맞은 수를 써넣으세요.    &#10140;   
207789|0.713094626234938|나머지 셋과 나타내는 수가 다른 것을 찾아 기호를 써 보세요.   
207790|0.8964842220656174|관계있는 것끼리 이어 보세요.     
207791|0.8514916642293068|그림과 같이 한 줄에 10개씩인 곶감이 5줄 있습니다. 곶감은 모두 몇 개인가요?   개
207792|0.8706851235325039|曹曹曹曹曹曹曹曹 안에 알맞은 수를 써넣으세요.  (1) 30은 10개씩 묶음 개입니다.  (2) 50은 10개씩 묶음 개입니다.       
207793|0.791983843405313|모형이 몇 개인지 수를 세어 쓰고 두 가지 방법으로 읽어 보세요.   쓰기:   읽기: , 
207794|0.9009992598075499|수를 잘못 읽은 것을 찾아 기호를 써 보세요.       
